date,group_id,observer_id,focal_type,focal_id,time_of_arrival,focal_start_time,visibility,focal_activity_start_time,activity,species_of_tree,what_part_being_eaten,part_of_fruit_eaten,seed_eating_activity,tree_number,tree_canopy_height,feeding_start_time,feeding_end_time,start_time_feeding_rate,end_time_feeding_rate,amount_eaten,comments
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T10:17:00Z,F,Lunuk kecil,veg,NA,NA,NA,atas,2025-03-15T10:16:59Z,2025-03-15T10:23:00Z,2025-03-15T10:17:00Z,2025-03-15T10:18:00Z,3,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T10:23:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,1,2025-03-15T10:26:00Z,F,Lewang,fl,NA,NA,NA,atas,2025-03-15T10:25:59Z,2025-03-15T10:32:00Z,NA,NA,NA,Tidak dapat mengambil feeding rate karena individu tertutup tajuk pohon
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T10:32:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T10:34:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Pantung
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T10:37:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T10:46:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Lewang
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T10:49:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:03:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Papung
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:09:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:17:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Tutup kabali
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:21:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:23:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Pakan
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:25:00Z,F,Pakan,fr/Mu,dg,meludah,NA,atas,2025-03-15T11:24:59Z,2025-03-15T11:30:59Z,2025-03-15T11:25:00Z,2025-03-15T11:26:00Z,1,"Setelah beristirahat, individu makan buah Pakan"
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:31:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:39:00Z,F,Akar kuning,yl,NA,NA,NA,atas,2025-03-15T11:39:00Z,2025-03-15T11:42:59Z,2025-03-15T11:39:00Z,2025-03-15T11:40:00Z,3,Tatumbu putih
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:43:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:53:00Z,R,NA,NA,NA,NA,NA,bawah,NA,NA,NA,NA,NA,Urinasi dan defekasi di pohon Karandau
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T11:55:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,1,2025-03-15T11:58:00Z,F,Lunuk besar,fr/M,sem,telan semua,NA,atas,2025-03-15T11:57:59Z,2025-03-15T12:04:59Z,NA,NA,NA,"Lunuk besar di pohon Kayu Lalas, sulit mengambil feeding rate indiviud berada di puncak pohon"
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T12:05:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T12:07:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Kayu Lalas
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T12:13:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,1,2025-03-15T12:20:00Z,F,Akar kuku elang,fr/M,dg+kul,meludah,NA,atas,2025-03-15T12:20:00Z,2025-03-15T12:22:59Z,NA,NA,NA,Akar kuku elang di pohon Nyato puntik
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T12:23:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,1,2025-03-15T12:25:00Z,F,Akar kuku elang,fr/M,dg+kul,meludah,NA,tengah,2025-03-15T12:24:59Z,2025-03-15T13:12:59Z,NA,NA,NA,Akar kuku elang di pohon Pinding pandan
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T13:13:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,1,2025-03-15T13:33:00Z,F,Akar kuku elang,fr/M,dg+kul,meludah,NA,atas,2025-03-15T13:32:59Z,2025-03-15T13:52:59Z,NA,NA,NA,"Akar kuku elang di pohon Enyak beruk,  tidak dapat mengambil feeding rate karena tertutup tajuk pohon, cuaca berawan dan sedikit berangin"
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T13:53:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,1,2025-03-15T13:56:00Z,F,Akar kuku elang,fr/M,dg+kul,meludah,NA,atas,2025-03-15T13:56:00Z,2025-03-15T14:10:59Z,NA,NA,NA,Akar kuku elang di pohon Rambutan hutan
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T14:11:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T14:12:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Urinasi dan defekasi di pohon Piais
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T14:14:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T14:17:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Mengkinang blawau
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T14:20:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T14:24:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Individu memasuki pohon Meranti, beristirahat dengan posisi duduk di cabang pohon"
2025-03-15,Pribon,"Yayan, Uhit",FN,Rawit,2025-03-15T05:25:00Z,2025-03-15T05:25:00Z,2,2025-03-15T14:45:00Z,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pohon tidur sore Rawit di pohon Meranti, individu sudah merebah cabang pohon tidur, cuaca berawan"
2025-03-16,Pandawa,Radi,FL,Jaka,2025-03-16T06:29:00Z,2025-03-16T06:29:00Z,1,2025-03-16T06:29:00Z,S,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Jumpa Jaka dan kelompoknya (Pribon) di transek SA/L , terlihat individu sosial calling (svoc) duet di pohon Meranti, cuaca berawan"
2025-03-16,Pandawa,Radi,FL,Jaka,2025-03-16T06:29:00Z,2025-03-16T06:29:00Z,1,2025-03-16T06:32:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pandawa,Radi,FL,Jaka,2025-03-16T06:29:00Z,2025-03-16T06:29:00Z,1,2025-03-16T06:38:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Tarantang, cuaca menjadi cerah sedikit berawan"
2025-03-16,Pandawa,Radi,FL,Jaka,2025-03-16T06:29:00Z,2025-03-16T06:29:00Z,1,2025-03-16T06:40:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pandawa,Radi,FL,Jaka,2025-03-16T06:29:00Z,2025-03-16T06:29:00Z,0,2025-03-16T06:55:00Z,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pergerakan Jaka dan kelompoknya sudah tidak terlihat kembali oleh pengamat
2025-03-16,Pandawa,Radi,FL,Jaka,2025-03-16T06:29:00Z,2025-03-16T06:29:00Z,0,2025-03-16T07:10:00Z,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaka dinyatakan Lost di transek SA/N, cuaca cerah berawan"
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T04:58:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Sampai pohon tidur Rawit di pohon Meranti, Cuaca masih gelap tetapi terlihat berawan"
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T05:04:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Defekasi dan urinasi (sampel terkoleksi) di pohon tidurnya (Meranti), setelah itu individu beristirahat kembali di cabang pohon, cuaca masih sedikit gelap dan berawan"
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T05:38:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T05:59:00Z,F,Lunuk besar,fr/M,sem,telan semua,NA,atas,2025-03-16T05:59:00Z,2025-03-16T06:22:59Z,NA,NA,NA,"Lunuk besar di pohon Kayu lalas,sulit mengambil feeding rate individu terutup tajuk pohon"
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T06:23:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T06:27:00Z,S,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Sosial calling (svoc) duet bersama anggota kelompoknya di pohon Meranti
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T06:45:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Setelah sosial calling (svoc) duet, individu beristirahat di pohon Meranti"
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T06:49:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T06:53:00Z,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,tengah,2025-03-16T06:53:00Z,2025-03-16T07:05:00Z,NA,NA,NA,"Akar kuku elang di pohon Tantimun,tidak bisa mengambil feeding rate karena individu berada di puncak pohon makan, cuaca menjadi sedikit gelap (mendung)"
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T07:05:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T07:20:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T07:22:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T07:24:00Z,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,2025-03-16T07:23:59Z,2025-03-16T07:36:00Z,NA,NA,NA,Akar kuku elang di Papung
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T07:36:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T07:45:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Meranti
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T07:47:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T08:02:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Rahanjang hatue
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T08:05:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T08:10:00Z,F,Akar kuning,yl,NA,NA,NA,atas,2025-03-16T08:10:00Z,2025-03-16T08:17:00Z,2025-03-16T08:10:00Z,2025-03-16T08:11:00Z,6,"Akar kuning di pohon Nyato puntik, cuaca menjadi cerah dan berawan"
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T08:17:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T08:22:00Z,F,Akar kuning,fl,NA,NA,NA,atas,2025-03-16T08:21:59Z,2025-03-16T08:26:59Z,NA,NA,NA,"Akar kuning di pohon Mipa,tidak dapat mengambil feeding rate individu terututp akar - akar dari Akar kuku elang"
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T08:27:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T08:29:00Z,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,tengah,2025-03-16T08:28:59Z,2025-03-16T08:53:00Z,NA,NA,NA,Akar kuku elang di pohon Meranti
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T08:53:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T08:56:00Z,F,Akar kuning,fl,NA,NA,NA,tengah,2025-03-16T08:55:59Z,2025-03-16T09:00:59Z,NA,NA,NA,Bunga Akar kuning di pohon Rambutan hutan
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T09:01:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T09:04:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Meranti
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T09:07:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T09:12:00Z,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,2025-03-16T09:11:59Z,2025-03-16T09:47:00Z,NA,NA,NA,Akar kuku elang di pohon Bengaris
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T09:47:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Setelah makan, individu beristiraht kembali di pohon Bengaris dengan posisi mengantung"
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T09:52:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T09:57:00Z,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,2025-03-16T09:56:59Z,2025-03-16T10:56:00Z,2025-03-16T09:57:00Z,2025-03-16T09:58:00Z,18,Akar kuku elang di pohon Hangkang
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T10:56:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T11:06:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Piais
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T11:09:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T11:13:00Z,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,2025-03-16T11:12:59Z,2025-03-16T11:35:00Z,2025-03-16T11:13:00Z,2025-03-16T11:14:00Z,23,Akar kuku elang di pohon Piais
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T11:34:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T11:35:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Rambutan hutan
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,2,2025-03-16T11:52:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T12:03:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Rawit memasuki pohonn Tantimun dan mengambil posisi duduk untuk beristirahat
2025-03-16,Pribon,"Uhit, Yayan, Herman",NN,Rawit,2025-03-16T04:58:00Z,2025-03-16T05:04:00Z,1,2025-03-16T13:14:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Pohon tidur sore Rawit di pohon Tantimun transek B-40, cuaca cerah dan berawan"
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,2,2025-03-22T07:14:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jumpa Aoka dan kelompoknya di transek JH-50, cuaca berawan"
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,2,2025-03-22T07:27:00Z,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Meranti
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,2,2025-03-22T07:36:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,2,2025-03-22T07:46:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Urinasi dan defekasi di pohon Karandau
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,2,2025-03-22T07:50:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,2,2025-03-22T07:58:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Papung, cuaca menjadi cerah berawan"
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,2,2025-03-22T08:06:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,2,2025-03-22T08:17:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Meranti
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,2,2025-03-22T08:22:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,1,2025-03-22T08:32:00Z,F,Akar kuning,yl,NA,NA,NA,tengah,2025-03-22T08:32:00Z,2025-03-22T08:35:59Z,2025-03-22T08:32:00Z,2025-03-22T08:36:00Z,4,Akar kuning di pohon Kayu lalas
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,1,2025-03-22T08:36:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,0,2025-03-22T08:44:00Z,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pergerakan individu sudah tidak terlihat oleh pengamat
2025-03-22,Pandawa,"Yayan, Uhit, Radi",FL,Aoka,2025-03-22T07:14:00Z,2025-03-22T07:14:00Z,0,2025-03-22T08:54:00Z,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aoka dinyatakan Lost di transek WS-550
2025-04-04,Pandawa,Uhit,FL,Aoka,2025-04-04T06:35:00Z,2025-04-04T06:35:00Z,2,2025-04-04T06:35:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jumpa Aoka dan kelompoknya di WS-900, cuaca berawan"
2025-04-04,Pandawa,Uhit,FL,Aoka,2025-04-04T06:35:00Z,2025-04-04T06:35:00Z,1,2025-04-04T06:36:00Z,S,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Individu sosial calling (svoc) duet bersama Jaka dan Zuka di pohon Meranti
